number_sta,lat,lon,date,dd,ff,precip,hu,t,heure,minute,seconde,heure_complete
83148002,43.39,6.53,2016-01-01 17:54:00,70.0,4.4,0.0,87.0,282.25,17,54,0,0 days 17:54:00
84025001,43.88,5.16,2016-01-01 17:54:00,90.0,2.1,0.0,75.0,284.35,17,54,0,0 days 17:54:00
7187001,44.61,4.24,2016-01-01 18:00:00,150.0,8.4,0.0,100.0,278.75,18,0,0,0 days 18:00:00
15122002,44.73,2.17,2016-01-01 18:00:00,110.0,2.8,0.0,82.0,282.55,18,0,0,0 days 18:00:00
19164001,45.7,2.06,2016-01-01 18:00:00,160.0,7.7,0.0,87.0,280.25,18,0,0,0 days 18:00:00
26321003,44.55,5.28,2016-01-01 18:00:00,160.0,1.1,0.0,64.0,283.55,18,0,0,0 days 18:00:00
34209002,43.32,3.35,2016-01-01 18:00:00,120.0,6.0,0.0,83.0,286.95,18,0,0,0 days 18:00:00
38191002,45.09,6.09,2016-01-01 18:00:00,20.0,1.6,0.0,71.0,272.85,18,0,0,0 days 18:00:00
38548001,45.08,5.56,2016-01-01 18:00:00,40.0,2.4,0.0,97.0,274.95,18,0,0,0 days 18:00:00
74042003,46.07,6.38,2016-01-01 18:00:00,240.0,0.7,0.0,96.0,279.65,18,0,0,0 days 18:00:00
83148002,43.39,6.53,2016-01-01 18:00:00,70.0,4.1,0.0,87.0,282.25,18,0,0,0 days 18:00:00
84025001,43.88,5.16,2016-01-01 18:00:00,80.0,2.5,0.0,75.0,284.45,18,0,0,0 days 18:00:00
7187001,44.61,4.24,2016-01-01 18:06:00,150.0,9.0,0.2,100.0,278.85,18,6,0,0 days 18:06:00
15122002,44.73,2.17,2016-01-01 18:06:00,110.0,2.4,0.0,83.0,282.35,18,6,0,0 days 18:06:00
19164001,45.7,2.06,2016-01-01 18:06:00,150.0,7.2,0.0,89.0,280.25,18,6,0,0 days 18:06:00
26321003,44.55,5.28,2016-01-01 18:06:00,160.0,0.9,0.0,64.0,283.55,18,6,0,0 days 18:06:00
34209002,43.32,3.35,2016-01-01 18:06:00,130.0,5.9,0.0,83.0,287.05,18,6,0,0 days 18:06:00
38191002,45.09,6.09,2016-01-01 18:06:00,350.0,1.0,0.0,71.0,273.15,18,6,0,0 days 18:06:00
38548001,45.08,5.56,2016-01-01 18:06:00,50.0,3.1,0.0,98.0,275.65,18,6,0,0 days 18:06:00
74042003,46.07,6.38,2016-01-01 18:06:00,240.0,0.8,0.0,96.0,279.65,18,6,0,0 days 18:06:00
83148002,43.39,6.53,2016-01-01 18:06:00,80.0,4.0,0.0,88.0,282.05,18,6,0,0 days 18:06:00
84025001,43.88,5.16,2016-01-01 18:06:00,80.0,2.9,0.0,75.0,284.35,18,6,0,0 days 18:06:00
7187001,44.61,4.24,2016-01-01 18:12:00,140.0,9.1,0.0,100.0,278.85,18,12,0,0 days 18:12:00
15122002,44.73,2.17,2016-01-01 18:12:00,100.0,2.2,0.0,84.0,282.15,18,12,0,0 days 18:12:00
19164001,45.7,2.06,2016-01-01 18:12:00,150.0,6.6,0.0,87.0,280.25,18,12,0,0 days 18:12:00
26321003,44.55,5.28,2016-01-01 18:12:00,160.0,0.9,0.0,65.0,283.55,18,12,0,0 days 18:12:00
34209002,43.32,3.35,2016-01-01 18:12:00,130.0,5.8,0.0,83.0,287.05,18,12,0,0 days 18:12:00
38191002,45.09,6.09,2016-01-01 18:12:00,360.0,1.6,0.0,71.0,272.25,18,12,0,0 days 18:12:00
38548001,45.08,5.56,2016-01-01 18:12:00,50.0,2.6,0.0,98.0,276.05,18,12,0,0 days 18:12:00
74042003,46.07,6.38,2016-01-01 18:12:00,240.0,1.1,0.0,96.0,279.65,18,12,0,0 days 18:12:00
83148002,43.39,6.53,2016-01-01 18:12:00,90.0,4.0,0.0,89.0,281.95,18,12,0,0 days 18:12:00
84025001,43.88,5.16,2016-01-01 18:12:00,80.0,3.0,0.0,75.0,284.35,18,12,0,0 days 18:12:00
7187001,44.61,4.24,2016-01-01 18:18:00,150.0,8.3,0.0,100.0,278.85,18,18,0,0 days 18:18:00
15122002,44.73,2.17,2016-01-01 18:18:00,100.0,2.1,0.0,85.0,282.05,18,18,0,0 days 18:18:00
19164001,45.7,2.06,2016-01-01 18:18:00,150.0,6.3,0.0,89.0,280.15,18,18,0,0 days 18:18:00
26321003,44.55,5.28,2016-01-01 18:18:00,160.0,0.9,0.0,65.0,283.55,18,18,0,0 days 18:18:00
34209002,43.32,3.35,2016-01-01 18:18:00,120.0,5.9,0.0,82.0,287.15,18,18,0,0 days 18:18:00
38191002,45.09,6.09,2016-01-01 18:18:00,10.0,2.0,0.0,69.0,272.95,18,18,0,0 days 18:18:00
38548001,45.08,5.56,2016-01-01 18:18:00,10.0,2.2,0.0,98.0,275.95,18,18,0,0 days 18:18:00
74042003,46.07,6.38,2016-01-01 18:18:00,250.0,1.4,0.0,96.0,279.75,18,18,0,0 days 18:18:00
83148002,43.39,6.53,2016-01-01 18:18:00,100.0,4.0,0.0,91.0,281.95,18,18,0,0 days 18:18:00
84025001,43.88,5.16,2016-01-01 18:18:00,70.0,3.2,0.0,76.0,284.25,18,18,0,0 days 18:18:00
7187001,44.61,4.24,2016-01-01 18:24:00,150.0,8.3,0.2,100.0,278.85,18,24,0,0 days 18:24:00
15122002,44.73,2.17,2016-01-01 18:24:00,100.0,2.5,0.0,85.0,282.25,18,24,0,0 days 18:24:00
19164001,45.7,2.06,2016-01-01 18:24:00,150.0,6.4,0.0,89.0,280.15,18,24,0,0 days 18:24:00
26321003,44.55,5.28,2016-01-01 18:24:00,150.0,0.9,0.0,65.0,283.55,18,24,0,0 days 18:24:00
34209002,43.32,3.35,2016-01-01 18:24:00,120.0,5.4,0.0,83.0,287.05,18,24,0,0 days 18:24:00
38191002,45.09,6.09,2016-01-01 18:24:00,350.0,1.0,0.0,68.0,273.05,18,24,0,0 days 18:24:00
38548001,45.08,5.56,2016-01-01 18:24:00,170.0,1.5,0.0,97.0,275.55,18,24,0,0 days 18:24:00
74042003,46.07,6.38,2016-01-01 18:24:00,260.0,1.2,0.0,96.0,279.85,18,24,0,0 days 18:24:00
83148002,43.39,6.53,2016-01-01 18:24:00,100.0,4.4,0.0,91.0,281.85,18,24,0,0 days 18:24:00
84025001,43.88,5.16,2016-01-01 18:24:00,80.0,3.2,0.0,76.0,284.25,18,24,0,0 days 18:24:00
7187001,44.61,4.24,2016-01-01 18:30:00,150.0,8.4,0.4,100.0,278.85,18,30,0,0 days 18:30:00
15122002,44.73,2.17,2016-01-01 18:30:00,100.0,2.5,0.0,84.0,282.45,18,30,0,0 days 18:30:00
19164001,45.7,2.06,2016-01-01 18:30:00,150.0,7.3,0.0,89.0,280.25,18,30,0,0 days 18:30:00
26321003,44.55,5.28,2016-01-01 18:30:00,150.0,0.9,0.0,63.0,283.65,18,30,0,0 days 18:30:00
34209002,43.32,3.35,2016-01-01 18:30:00,120.0,5.2,0.0,84.0,286.95,18,30,0,0 days 18:30:00
38191002,45.09,6.09,2016-01-01 18:30:00,20.0,1.7,0.0,70.0,272.55,18,30,0,0 days 18:30:00
38548001,45.08,5.56,2016-01-01 18:30:00,200.0,1.5,0.0,98.0,275.85,18,30,0,0 days 18:30:00
74042003,46.07,6.38,2016-01-01 18:30:00,260.0,1.3,0.0,95.0,279.85,18,30,0,0 days 18:30:00
83148002,43.39,6.53,2016-01-01 18:30:00,100.0,4.4,0.0,92.0,281.85,18,30,0,0 days 18:30:00
84025001,43.88,5.16,2016-01-01 18:30:00,80.0,3.2,0.0,77.0,284.15,18,30,0,0 days 18:30:00
7187001,44.61,4.24,2016-01-01 18:36:00,150.0,7.5,0.4,100.0,278.85,18,36,0,0 days 18:36:00
15122002,44.73,2.17,2016-01-01 18:36:00,110.0,2.0,0.0,84.0,282.45,18,36,0,0 days 18:36:00
19164001,45.7,2.06,2016-01-01 18:36:00,150.0,7.3,0.0,89.0,280.25,18,36,0,0 days 18:36:00
26321003,44.55,5.28,2016-01-01 18:36:00,170.0,0.8,0.0,66.0,283.45,18,36,0,0 days 18:36:00
34209002,43.32,3.35,2016-01-01 18:36:00,120.0,5.4,0.0,83.0,287.05,18,36,0,0 days 18:36:00
38191002,45.09,6.09,2016-01-01 18:36:00,60.0,1.6,0.0,70.0,272.45,18,36,0,0 days 18:36:00
38548001,45.08,5.56,2016-01-01 18:36:00,210.0,3.3,0.0,93.0,276.95,18,36,0,0 days 18:36:00
74042003,46.07,6.38,2016-01-01 18:36:00,260.0,1.3,0.0,95.0,279.85,18,36,0,0 days 18:36:00
83148002,43.39,6.53,2016-01-01 18:36:00,90.0,3.9,0.0,92.0,281.85,18,36,0,0 days 18:36:00
84025001,43.88,5.16,2016-01-01 18:36:00,70.0,3.2,0.0,77.0,284.15,18,36,0,0 days 18:36:00
7187001,44.61,4.24,2016-01-01 18:42:00,150.0,7.2,0.2,100.0,278.85,18,42,0,0 days 18:42:00
15122002,44.73,2.17,2016-01-01 18:42:00,120.0,1.8,0.0,84.0,282.45,18,42,0,0 days 18:42:00
19164001,45.7,2.06,2016-01-01 18:42:00,150.0,7.5,0.0,89.0,280.25,18,42,0,0 days 18:42:00
26321003,44.55,5.28,2016-01-01 18:42:00,170.0,1.0,0.0,65.0,283.45,18,42,0,0 days 18:42:00
34209002,43.32,3.35,2016-01-01 18:42:00,120.0,5.4,0.0,84.0,287.05,18,42,0,0 days 18:42:00
38191002,45.09,6.09,2016-01-01 18:42:00,90.0,1.0,0.0,70.0,272.55,18,42,0,0 days 18:42:00
38548001,45.08,5.56,2016-01-01 18:42:00,210.0,5.4,0.0,78.0,279.75,18,42,0,0 days 18:42:00
74042003,46.07,6.38,2016-01-01 18:42:00,240.0,1.3,0.0,95.0,279.75,18,42,0,0 days 18:42:00
83148002,43.39,6.53,2016-01-01 18:42:00,80.0,3.6,0.0,92.0,281.85,18,42,0,0 days 18:42:00
84025001,43.88,5.16,2016-01-01 18:42:00,70.0,2.9,0.0,77.0,284.15,18,42,0,0 days 18:42:00
7187001,44.61,4.24,2016-01-01 18:48:00,150.0,8.2,0.0,100.0,278.85,18,48,0,0 days 18:48:00
15122002,44.73,2.17,2016-01-01 18:48:00,130.0,1.7,0.0,83.0,282.65,18,48,0,0 days 18:48:00
19164001,45.7,2.06,2016-01-01 18:48:00,150.0,6.8,0.0,89.0,280.25,18,48,0,0 days 18:48:00
26321003,44.55,5.28,2016-01-01 18:48:00,170.0,1.1,0.0,63.0,283.55,18,48,0,0 days 18:48:00
34209002,43.32,3.35,2016-01-01 18:48:00,120.0,5.3,0.0,84.0,287.15,18,48,0,0 days 18:48:00
38191002,45.09,6.09,2016-01-01 18:48:00,70.0,0.9,0.0,69.0,272.55,18,48,0,0 days 18:48:00
38548001,45.08,5.56,2016-01-01 18:48:00,210.0,6.4,0.0,69.0,281.05,18,48,0,0 days 18:48:00
74042003,46.07,6.38,2016-01-01 18:48:00,230.0,1.3,0.0,95.0,279.75,18,48,0,0 days 18:48:00
83148002,43.39,6.53,2016-01-01 18:48:00,80.0,3.5,0.0,92.0,281.85,18,48,0,0 days 18:48:00
84025001,43.88,5.16,2016-01-01 18:48:00,70.0,2.9,0.0,77.0,284.05,18,48,0,0 days 18:48:00
7187001,44.61,4.24,2016-01-01 18:54:00,150.0,8.2,0.2,100.0,278.85,18,54,0,0 days 18:54:00
15122002,44.73,2.17,2016-01-01 18:54:00,110.0,2.4,0.2,84.0,282.65,18,54,0,0 days 18:54:00
19164001,45.7,2.06,2016-01-01 18:54:00,150.0,6.5,0.0,89.0,280.35,18,54,0,0 days 18:54:00
26321003,44.55,5.28,2016-01-01 18:54:00,170.0,0.9,0.0,65.0,283.45,18,54,0,0 days 18:54:00
34209002,43.32,3.35,2016-01-01 18:54:00,120.0,5.2,0.0,84.0,287.15,18,54,0,0 days 18:54:00
38191002,45.09,6.09,2016-01-01 18:54:00,50.0,1.3,0.0,69.0,272.35,18,54,0,0 days 18:54:00
38548001,45.08,5.56,2016-01-01 18:54:00,200.0,6.3,0.0,68.0,281.25,18,54,0,0 days 18:54:00
74042003,46.07,6.38,2016-01-01 18:54:00,230.0,1.2,0.0,95.0,279.75,18,54,0,0 days 18:54:00
83148002,43.39,6.53,2016-01-01 18:54:00,100.0,3.2,0.0,92.0,281.85,18,54,0,0 days 18:54:00
84025001,43.88,5.16,2016-01-01 18:54:00,60.0,3.3,0.0,77.0,284.05,18,54,0,0 days 18:54:00
7187001,44.61,4.24,2016-01-01 19:00:00,150.0,8.0,0.0,100.0,278.85,19,0,0,0 days 19:00:00
15122002,44.73,2.17,2016-01-01 19:00:00,90.0,3.4,0.0,86.0,282.45,19,0,0,0 days 19:00:00
19164001,45.7,2.06,2016-01-01 19:00:00,140.0,7.1,0.0,91.0,280.35,19,0,0,0 days 19:00:00
26321003,44.55,5.28,2016-01-01 19:00:00,180.0,1.0,0.0,65.0,283.35,19,0,0,0 days 19:00:00
34209002,43.32,3.35,2016-01-01 19:00:00,120.0,5.5,0.0,84.0,287.05,19,0,0,0 days 19:00:00
38191002,45.09,6.09,2016-01-01 19:00:00,40.0,1.2,0.0,71.0,272.25,19,0,0,0 days 19:00:00
38548001,45.08,5.56,2016-01-01 19:00:00,200.0,5.6,0.0,66.0,281.35,19,0,0,0 days 19:00:00
74042003,46.07,6.38,2016-01-01 19:00:00,240.0,1.2,0.0,95.0,279.75,19,0,0,0 days 19:00:00
83148002,43.39,6.53,2016-01-01 19:00:00,110.0,3.3,0.0,92.0,281.75,19,0,0,0 days 19:00:00
84025001,43.88,5.16,2016-01-01 19:00:00,70.0,3.2,0.0,77.0,284.05,19,0,0,0 days 19:00:00
7187001,44.61,4.24,2016-01-01 19:06:00,150.0,7.7,0.0,100.0,278.85,19,6,0,0 days 19:06:00
15122002,44.73,2.17,2016-01-01 19:06:00,100.0,3.7,0.0,87.0,282.35,19,6,0,0 days 19:06:00
19164001,45.7,2.06,2016-01-01 19:06:00,140.0,6.9,0.0,89.0,280.25,19,6,0,0 days 19:06:00
26321003,44.55,5.28,2016-01-01 19:06:00,170.0,1.8,0.0,70.0,283.25,19,6,0,0 days 19:06:00
34209002,43.32,3.35,2016-01-01 19:06:00,110.0,5.5,0.0,84.0,287.15,19,6,0,0 days 19:06:00
38191002,45.09,6.09,2016-01-01 19:06:00,50.0,0.8,0.0,72.0,272.25,19,6,0,0 days 19:06:00
38548001,45.08,5.56,2016-01-01 19:06:00,180.0,5.4,0.0,67.0,280.85,19,6,0,0 days 19:06:00
74042003,46.07,6.38,2016-01-01 19:06:00,250.0,1.2,0.0,95.0,279.75,19,6,0,0 days 19:06:00
83148002,43.39,6.53,2016-01-01 19:06:00,110.0,4.0,0.0,92.0,281.75,19,6,0,0 days 19:06:00
84025001,43.88,5.16,2016-01-01 19:06:00,70.0,3.1,0.0,77.0,284.15,19,6,0,0 days 19:06:00
7187001,44.61,4.24,2016-01-01 19:12:00,150.0,7.6,0.2,100.0,278.85,19,12,0,0 days 19:12:00
15122002,44.73,2.17,2016-01-01 19:12:00,110.0,3.5,0.0,87.0,282.35,19,12,0,0 days 19:12:00
19164001,45.7,2.06,2016-01-01 19:12:00,140.0,6.4,0.0,91.0,280.25,19,12,0,0 days 19:12:00
26321003,44.55,5.28,2016-01-01 19:12:00,180.0,1.8,0.0,77.0,282.75,19,12,0,0 days 19:12:00
34209002,43.32,3.35,2016-01-01 19:12:00,110.0,5.2,0.0,85.0,287.05,19,12,0,0 days 19:12:00
38191002,45.09,6.09,2016-01-01 19:12:00,30.0,1.2,0.0,70.0,272.35,19,12,0,0 days 19:12:00
38548001,45.08,5.56,2016-01-01 19:12:00,190.0,4.6,0.0,65.0,281.25,19,12,0,0 days 19:12:00
74042003,46.07,6.38,2016-01-01 19:12:00,270.0,1.0,0.0,95.0,279.75,19,12,0,0 days 19:12:00
83148002,43.39,6.53,2016-01-01 19:12:00,100.0,4.6,0.0,93.0,281.65,19,12,0,0 days 19:12:00
84025001,43.88,5.16,2016-01-01 19:12:00,70.0,2.6,0.0,76.0,284.15,19,12,0,0 days 19:12:00
7187001,44.61,4.24,2016-01-01 19:18:00,150.0,7.1,0.4,100.0,278.85,19,18,0,0 days 19:18:00
15122002,44.73,2.17,2016-01-01 19:18:00,110.0,3.3,0.0,88.0,282.25,19,18,0,0 days 19:18:00
19164001,45.7,2.06,2016-01-01 19:18:00,140.0,5.2,0.0,91.0,280.25,19,18,0,0 days 19:18:00
26321003,44.55,5.28,2016-01-01 19:18:00,170.0,1.4,0.0,81.0,282.45,19,18,0,0 days 19:18:00
34209002,43.32,3.35,2016-01-01 19:18:00,110.0,4.7,0.0,86.0,287.05,19,18,0,0 days 19:18:00
38191002,45.09,6.09,2016-01-01 19:18:00,20.0,1.7,0.0,72.0,272.25,19,18,0,0 days 19:18:00
38548001,45.08,5.56,2016-01-01 19:18:00,190.0,6.0,0.0,64.0,281.55,19,18,0,0 days 19:18:00
74042003,46.07,6.38,2016-01-01 19:18:00,300.0,0.9,0.0,95.0,279.75,19,18,0,0 days 19:18:00
83148002,43.39,6.53,2016-01-01 19:18:00,100.0,4.3,0.0,93.0,281.65,19,18,0,0 days 19:18:00
84025001,43.88,5.16,2016-01-01 19:18:00,70.0,2.9,0.0,76.0,284.15,19,18,0,0 days 19:18:00
7187001,44.61,4.24,2016-01-01 19:24:00,150.0,7.5,0.0,100.0,278.95,19,24,0,0 days 19:24:00
15122002,44.73,2.17,2016-01-01 19:24:00,110.0,3.2,0.2,87.0,282.25,19,24,0,0 days 19:24:00
19164001,45.7,2.06,2016-01-01 19:24:00,150.0,4.7,0.0,90.0,280.25,19,24,0,0 days 19:24:00
26321003,44.55,5.28,2016-01-01 19:24:00,170.0,1.1,0.0,82.0,282.15,19,24,0,0 days 19:24:00
34209002,43.32,3.35,2016-01-01 19:24:00,110.0,4.8,0.0,86.0,287.15,19,24,0,0 days 19:24:00
38191002,45.09,6.09,2016-01-01 19:24:00,20.0,2.0,0.0,71.0,272.25,19,24,0,0 days 19:24:00
38548001,45.08,5.56,2016-01-01 19:24:00,180.0,7.3,0.0,63.0,281.65,19,24,0,0 days 19:24:00
74042003,46.07,6.38,2016-01-01 19:24:00,300.0,0.9,0.0,95.0,279.75,19,24,0,0 days 19:24:00
83148002,43.39,6.53,2016-01-01 19:24:00,90.0,3.8,0.0,94.0,281.55,19,24,0,0 days 19:24:00
84025001,43.88,5.16,2016-01-01 19:24:00,90.0,2.5,0.0,76.0,284.15,19,24,0,0 days 19:24:00
7187001,44.61,4.24,2016-01-01 19:30:00,150.0,8.6,0.0,100.0,278.95,19,30,0,0 days 19:30:00
15122002,44.73,2.17,2016-01-01 19:30:00,110.0,3.7,0.0,86.0,282.35,19,30,0,0 days 19:30:00
19164001,45.7,2.06,2016-01-01 19:30:00,150.0,5.2,0.0,90.0,280.25,19,30,0,0 days 19:30:00
26321003,44.55,5.28,2016-01-01 19:30:00,170.0,1.4,0.0,83.0,282.05,19,30,0,0 days 19:30:00
34209002,43.32,3.35,2016-01-01 19:30:00,110.0,5.0,0.0,86.0,287.15,19,30,0,0 days 19:30:00
38191002,45.09,6.09,2016-01-01 19:30:00,20.0,1.9,0.0,70.0,272.65,19,30,0,0 days 19:30:00
38548001,45.08,5.56,2016-01-01 19:30:00,190.0,7.9,0.0,62.0,281.85,19,30,0,0 days 19:30:00
74042003,46.07,6.38,2016-01-01 19:30:00,0.0,0.0,0.0,95.0,279.75,19,30,0,0 days 19:30:00
83148002,43.39,6.53,2016-01-01 19:30:00,80.0,3.6,0.0,94.0,281.65,19,30,0,0 days 19:30:00
84025001,43.88,5.16,2016-01-01 19:30:00,90.0,2.8,0.0,76.0,284.15,19,30,0,0 days 19:30:00
7187001,44.61,4.24,2016-01-01 19:36:00,150.0,8.5,0.2,100.0,278.95,19,36,0,0 days 19:36:00
15122002,44.73,2.17,2016-01-01 19:36:00,110.0,3.4,0.0,86.0,282.35,19,36,0,0 days 19:36:00
19164001,45.7,2.06,2016-01-01 19:36:00,140.0,5.7,0.0,90.0,280.25,19,36,0,0 days 19:36:00
26321003,44.55,5.28,2016-01-01 19:36:00,180.0,1.1,0.0,86.0,281.75,19,36,0,0 days 19:36:00
34209002,43.32,3.35,2016-01-01 19:36:00,110.0,5.1,0.0,85.0,287.25,19,36,0,0 days 19:36:00
38191002,45.09,6.09,2016-01-01 19:36:00,10.0,2.4,0.0,71.0,272.75,19,36,0,0 days 19:36:00
38548001,45.08,5.56,2016-01-01 19:36:00,190.0,6.6,0.0,64.0,281.75,19,36,0,0 days 19:36:00
74042003,46.07,6.38,2016-01-01 19:36:00,90.0,0.5,0.0,95.0,279.65,19,36,0,0 days 19:36:00
83148002,43.39,6.53,2016-01-01 19:36:00,80.0,3.4,0.0,94.0,281.55,19,36,0,0 days 19:36:00
84025001,43.88,5.16,2016-01-01 19:36:00,80.0,2.5,0.0,76.0,284.15,19,36,0,0 days 19:36:00
7187001,44.61,4.24,2016-01-01 19:42:00,150.0,8.7,0.0,100.0,278.95,19,42,0,0 days 19:42:00
15122002,44.73,2.17,2016-01-01 19:42:00,110.0,3.5,0.0,85.0,282.55,19,42,0,0 days 19:42:00
19164001,45.7,2.06,2016-01-01 19:42:00,140.0,6.0,0.0,89.0,280.15,19,42,0,0 days 19:42:00
26321003,44.55,5.28,2016-01-01 19:42:00,180.0,1.1,0.0,85.0,281.75,19,42,0,0 days 19:42:00
34209002,43.32,3.35,2016-01-01 19:42:00,110.0,5.0,0.0,85.0,287.25,19,42,0,0 days 19:42:00
38191002,45.09,6.09,2016-01-01 19:42:00,20.0,2.7,0.0,69.0,272.65,19,42,0,0 days 19:42:00
38548001,45.08,5.56,2016-01-01 19:42:00,200.0,5.9,0.0,62.0,281.95,19,42,0,0 days 19:42:00
74042003,46.07,6.38,2016-01-01 19:42:00,0.0,0.0,0.0,95.0,279.65,19,42,0,0 days 19:42:00
83148002,43.39,6.53,2016-01-01 19:42:00,90.0,3.0,0.0,94.0,281.65,19,42,0,0 days 19:42:00
84025001,43.88,5.16,2016-01-01 19:42:00,80.0,3.3,0.0,76.0,284.15,19,42,0,0 days 19:42:00
7187001,44.61,4.24,2016-01-01 19:48:00,150.0,8.5,0.0,100.0,278.95,19,48,0,0 days 19:48:00
15122002,44.73,2.17,2016-01-01 19:48:00,110.0,3.4,0.0,85.0,282.45,19,48,0,0 days 19:48:00
19164001,45.7,2.06,2016-01-01 19:48:00,140.0,5.5,0.0,89.0,280.15,19,48,0,0 days 19:48:00
26321003,44.55,5.28,2016-01-01 19:48:00,190.0,1.2,0.0,87.0,281.65,19,48,0,0 days 19:48:00
34209002,43.32,3.35,2016-01-01 19:48:00,110.0,5.0,0.0,86.0,287.25,19,48,0,0 days 19:48:00
38191002,45.09,6.09,2016-01-01 19:48:00,40.0,1.6,0.0,71.0,272.35,19,48,0,0 days 19:48:00
38548001,45.08,5.56,2016-01-01 19:48:00,190.0,6.4,0.0,63.0,281.75,19,48,0,0 days 19:48:00
74042003,46.07,6.38,2016-01-01 19:48:00,0.0,0.0,0.0,95.0,279.55,19,48,0,0 days 19:48:00
83148002,43.39,6.53,2016-01-01 19:48:00,90.0,3.2,0.0,94.0,281.55,19,48,0,0 days 19:48:00
84025001,43.88,5.16,2016-01-01 19:48:00,70.0,3.5,0.0,75.0,284.25,19,48,0,0 days 19:48:00
7187001,44.61,4.24,2016-01-01 19:54:00,150.0,8.9,0.0,100.0,278.95,19,54,0,0 days 19:54:00
15122002,44.73,2.17,2016-01-01 19:54:00,120.0,3.3,0.0,85.0,282.55,19,54,0,0 days 19:54:00
19164001,45.7,2.06,2016-01-01 19:54:00,140.0,5.6,0.0,89.0,280.15,19,54,0,0 days 19:54:00
26321003,44.55,5.28,2016-01-01 19:54:00,210.0,1.0,0.0,87.0,281.45,19,54,0,0 days 19:54:00
34209002,43.32,3.35,2016-01-01 19:54:00,110.0,5.1,0.0,85.0,287.35,19,54,0,0 days 19:54:00
38191002,45.09,6.09,2016-01-01 19:54:00,40.0,2.2,0.0,68.0,272.75,19,54,0,0 days 19:54:00
38548001,45.08,5.56,2016-01-01 19:54:00,190.0,5.7,0.0,64.0,281.75,19,54,0,0 days 19:54:00
74042003,46.07,6.38,2016-01-01 19:54:00,110.0,0.6,0.0,96.0,279.55,19,54,0,0 days 19:54:00
83148002,43.39,6.53,2016-01-01 19:54:00,90.0,3.4,0.0,94.0,281.55,19,54,0,0 days 19:54:00
84025001,43.88,5.16,2016-01-01 19:54:00,70.0,3.2,0.0,76.0,284.15,19,54,0,0 days 19:54:00
7187001,44.61,4.24,2016-01-01 20:00:00,150.0,9.3,0.4,100.0,278.95,20,0,0,0 days 20:00:00
15122002,44.73,2.17,2016-01-01 20:00:00,120.0,3.5,0.0,84.0,282.55,20,0,0,0 days 20:00:00
19164001,45.7,2.06,2016-01-01 20:00:00,150.0,6.1,0.0,89.0,280.15,20,0,0,0 days 20:00:00
26321003,44.55,5.28,2016-01-01 20:00:00,200.0,1.2,0.0,88.0,281.35,20,0,0,0 days 20:00:00
34209002,43.32,3.35,2016-01-01 20:00:00,110.0,5.3,0.0,85.0,287.25,20,0,0,0 days 20:00:00
38191002,45.09,6.09,2016-01-01 20:00:00,40.0,2.3,0.0,70.0,272.15,20,0,0,0 days 20:00:00
38548001,45.08,5.56,2016-01-01 20:00:00,190.0,5.7,0.0,65.0,281.75,20,0,0,0 days 20:00:00
74042003,46.07,6.38,2016-01-01 20:00:00,0.0,0.0,0.0,96.0,279.55,20,0,0,0 days 20:00:00
83148002,43.39,6.53,2016-01-01 20:00:00,80.0,3.9,0.0,94.0,281.35,20,0,0,0 days 20:00:00
84025001,43.88,5.16,2016-01-01 20:00:00,70.0,2.8,0.0,76.0,284.15,20,0,0,0 days 20:00:00
7187001,44.61,4.24,2016-01-01 20:06:00,150.0,9.6,0.0,100.0,278.95,20,6,0,0 days 20:06:00
15122002,44.73,2.17,2016-01-01 20:06:00,110.0,3.0,0.0,85.0,282.35,20,6,0,0 days 20:06:00
19164001,45.7,2.06,2016-01-01 20:06:00,150.0,6.3,0.0,88.0,280.25,20,6,0,0 days 20:06:00
26321003,44.55,5.28,2016-01-01 20:06:00,200.0,1.2,0.0,88.0,281.35,20,6,0,0 days 20:06:00
34209002,43.32,3.35,2016-01-01 20:06:00,110.0,5.7,0.0,86.0,287.25,20,6,0,0 days 20:06:00
38191002,45.09,6.09,2016-01-01 20:06:00,70.0,2.3,0.0,71.0,271.85,20,6,0,0 days 20:06:00
38548001,45.08,5.56,2016-01-01 20:06:00,180.0,5.5,0.0,66.0,281.75,20,6,0,0 days 20:06:00
74042003,46.07,6.38,2016-01-01 20:06:00,0.0,0.0,0.0,96.0,279.45,20,6,0,0 days 20:06:00
83148002,43.39,6.53,2016-01-01 20:06:00,80.0,4.2,0.0,95.0,281.35,20,6,0,0 days 20:06:00
84025001,43.88,5.16,2016-01-01 20:06:00,60.0,3.1,0.0,75.0,284.25,20,6,0,0 days 20:06:00
7187001,44.61,4.24,2016-01-01 20:12:00,150.0,9.0,0.0,100.0,278.95,20,12,0,0 days 20:12:00
15122002,44.73,2.17,2016-01-01 20:12:00,110.0,2.5,0.0,85.0,282.35,20,12,0,0 days 20:12:00
19164001,45.7,2.06,2016-01-01 20:12:00,150.0,6.8,0.0,88.0,280.35,20,12,0,0 days 20:12:00
26321003,44.55,5.28,2016-01-01 20:12:00,210.0,1.1,0.0,90.0,281.25,20,12,0,0 days 20:12:00
34209002,43.32,3.35,2016-01-01 20:12:00,120.0,5.8,0.0,85.0,287.35,20,12,0,0 days 20:12:00
38191002,45.09,6.09,2016-01-01 20:12:00,90.0,2.6,0.0,74.0,271.75,20,12,0,0 days 20:12:00
